2024-12-04 15:13:02,996 - INFO - 2020-01-31 00:00:00: Selected 179 stocks.
2024-12-04 15:13:02,997 - INFO - 2020-01-31 00:00:00: Portfolio Value = 9,160,743.97
2024-12-04 15:13:03,016 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR  DIV      EPS
017670       SK텔레콤  30539.0 4.72 0.75 4.81  44066.0
079430       현대리바트   7100.0 4.73 0.42 3.17   1933.0
034730          SK 167500.0 4.74 0.81 2.62  40310.0
009410        태영건설  11648.0 4.77 1.03 0.95   2770.0
000480       CR홀딩스   7090.0 4.78 0.53 5.16  16227.0
003540        대신증권   8560.0 4.80 0.42 6.58   1961.0
077970       STX엔진   4335.0 4.82 0.73 0.00   1213.0
001500       현대차증권   7010.0 4.85 0.28 5.38   1724.0
010960        삼호개발   3845.0 4.85 0.58 3.86    855.0
005880        대한해운   1244.0 4.86 0.54 0.00   3488.0
035000        HS애드   4160.0 4.89 0.54 4.53   1129.0
055550        신한지주  28600.0 4.89 0.43 4.97   6579.0
092780       동양피스톤   3200.0 4.91 0.60 2.79    874.0
058730         다스코   4935.0 4.92 0.71 3.44   1181.0
002710       TCC스틸   1400.0 4.93 0.46 3.59    452.0
005830      DB손해보험  34750.0 4.94 0.58 4.81   8413.0
007690        국도화학  29981.0 4.96 0.48 3.75   8056.0
105560        KB금융  34550.0 4.97 0.45 5.00   7721.0
001570          금양   2030.0 5.01 1.47 3.00    533.0
008260        NI스틸   1410.0 5.03 0.48 2.78    358.0
030210      다올투자증권   2040.0 5.05 0.28 0.00    411.0
001340        백광산업   2677.0 5.06 0.80 1.80    548.0
057050       현대홈쇼핑  57700.0 5.19 0.53 2.57  14252.0
085620      미래에셋생명   3100.0 5.20 0.38 4.30    760.0
035510     신세계 I&C   9600.0 5.36 0.86 1.57  17877.0
000070       삼양홀딩스  41150.0 5.40 0.31 4.09   9043.0
037710       광주신세계  26600.0 5.41 0.39 1.97  28183.0
039570       HDC랩스   6830.0 5.44 0.64 4.36   1473.0
006120     SK디스커버리  21200.0 5.50 0.31 2.76   3942.0
009970     영원무역홀딩스  33350.0 5.50 0.49 1.96   7432.0
000240      한국앤컴퍼니   8550.0 5.51 0.37 2.41   2258.0
047040        대우건설   2940.0 5.54 0.73 0.00    727.0
005810       풍산홀딩스  11566.0 5.71 0.34 5.52   5394.0
004560     현대비앤지스틸   6120.0 5.72 0.29 1.37   1280.0
005430        한국공항  25600.0 5.76 0.35 2.82   6159.0
300720       한일시멘트   6140.0 5.76 0.36 6.02  12967.0
014710       사조씨푸드   3230.0 5.78 0.33 1.65    733.0
071840      롯데하이마트  15650.0 5.80 0.24 8.10   3620.0
317400      자이에스앤디   3470.0 5.83 1.64 0.00    964.0
016090          대현   1630.0 5.86 0.47 4.04    338.0
010580       에스엠벡셀   2295.0 5.87 0.67 0.00     55.0
016800         퍼시스  27500.0 5.87 0.77 3.53   4824.0
001270        부국증권  16200.0 5.89 0.54 6.38   3194.0
003000        부광약품  23165.0 5.91 2.11 1.52   2224.0
000850        화천기공  29150.0 5.92 0.26 3.67   5753.0
214330      금호에이치티   1149.0 5.93 0.47 0.00    632.0
007540          샘표  30000.0 5.99 0.67 0.58   5797.0
161390 한국타이어앤테크놀로지  19350.0 6.00 0.46 1.78   4216.0
001720        신영증권  46050.0 6.06 0.71 5.54   8185.0
015230        대창단조   1920.0 6.06 0.42 3.92   4208.0
032560       황금에스티   3931.0 6.09 0.38 0.79   1038.0
024720       콜마홀딩스  17900.0 6.13 1.13 0.88   3608.0
032830        삼성생명  43000.0 6.13 0.39 4.67   9268.0
192400       쿠쿠홀딩스  14920.0 6.15 1.09 3.21  15206.0
096770     SK이노베이션  85603.0 6.24 0.59 7.02  18267.0
002350       넥센타이어   4675.0 6.28 0.46 1.58   1008.0
023590        다우기술  14800.0 6.33 0.60 2.17   2551.0
025750       한솔홈데코    683.0 6.38 0.46 2.16    145.0
003550          LG  55735.0 6.39 0.66 2.95  10603.0
002170        삼양통상  45000.0 6.44 0.56 1.38   8445.0
001940    KISCO홀딩스   9720.0 6.57 0.26 2.57   1658.0
003480    한진중공업홀딩스   2750.0 6.59 0.20 0.00    346.0
069960       현대백화점  58800.0 6.61 0.40 1.29  10594.0
034590      인천도시가스  23500.0 6.62 0.63 4.83   3912.0
008870          금비  45550.0 6.63 0.57 3.02   8486.0
090460        비에이치  15700.0 6.64 3.02 0.00   2726.0
017390        서울가스  61300.0 6.65 0.38 2.47  10653.0
009310      참엔지니어링   1090.0 6.70 1.06 0.00    203.0
016710       대성홀딩스   8870.0 6.71 0.32 3.07   1214.0
003200        일신방직   4600.0 6.75 0.21 3.22   9206.0
069260      TKG휴켐스  14750.0 6.76 1.15 6.59   2693.0
016740          두올   2215.0 6.78 0.61 2.71    435.0
053210      스카이라이프   6090.0 6.78 0.53 4.76   1085.0
014530        극동유화   2715.0 6.79 0.72 4.87    484.0
071050      한국금융지주  49750.0 6.82 0.88 2.91   9062.0
163560      동일고무벨트   4186.0 6.82 0.38 1.75    755.0
092440        기신정기   2875.0 6.83 0.44 4.26    516.0
139480         이마트 106500.0 6.83 0.36 1.87  15668.0
088790          진도   2150.0 6.84 0.37 4.87    450.0
281820        케이씨텍  16600.0 6.86 1.45 1.44   2741.0
058850        KTcs   1535.0 6.90 0.51 4.81    271.0
058430     포스코스틸리온   9590.0 6.93 0.36 3.82   1891.0
001250       GS글로벌   1250.0 6.97 0.37 1.44    249.0
001070        대한방직  18950.0 6.99 0.63 1.42   3024.0
008040       사조동아원    722.0 6.99 0.75 0.00    135.0
004430        송원산업   9140.0 7.09 0.66 1.42   1587.0
009440     KC그린홀딩스   3345.0 7.12 0.53 1.94    579.0
004890        동일산업  45500.0 7.16 0.35 2.92   7164.0
005320        온타이드   1585.0 7.23 0.46 0.00    188.0
042660        한화오션  11949.0 7.30 0.61 0.00   2998.0
248170        샘표식품  24100.0 7.31 1.00 0.69   3940.0
020000          한섬  19450.0 7.34 0.62 1.61   3385.0
005440    현대지에프홀딩스   4334.0 7.35 0.50 2.42   1181.0
069730       DSR제강   3035.0 7.40 0.40 1.05    513.0
089590        제주항공  12887.0 7.40 1.38 3.26   2696.0
264900       크라운제과   7000.0 7.43 0.79 3.27   1029.0
041650      상신브레이크   2400.0 7.48 0.40 3.16    423.0
072710       농심홀딩스  70000.0 7.49 0.39 2.65  10077.0
033270     유나이티드제약  19700.0 7.50 1.14 2.06   2139.0
120030        조선선재  77300.0 7.51 0.96 1.92  10397.0
003160         디아이   2400.0 7.60 0.64 1.81    363.0
155660         DSR   2950.0 7.66 0.41 1.32    494.0
004450        삼화왕관  37850.0 7.68 0.63 3.30   5327.0
036530      SNT홀딩스  13000.0 7.70 0.32 3.05   1701.0
192650         드림텍   4591.0 7.81 2.04 0.00    739.0
000810        삼성화재 154000.0 7.84 0.81 5.82  25182.0
004020        현대제철  17950.0 7.84 0.19 3.15   3037.0
027410         BGF   3680.0 7.86 0.29 0.77    575.0
192080      더블유게임즈  36752.0 7.91 1.47 0.84   5279.0
002320          한진  29187.0 8.00 0.41 1.61   3873.0
213500        한솔제지  10500.0 8.05 0.54 4.65   1602.0
058650       세아홀딩스  51400.0 8.09 0.14 3.77   8193.0
003570    SNT다이내믹스   5520.0 8.11 0.32 3.44    716.0
009190        대양금속   2045.0 8.12 2.70 0.00    401.0
008250        이건산업   4495.0 8.19 0.32 3.77    648.0
2024-12-04 15:13:03,115 - INFO - 2020-04-30 00:00:00: Selected 172 stocks.
2024-12-04 15:13:03,116 - INFO - 2020-04-30 00:00:00: Portfolio Value = 8,572,693.30
2024-12-04 15:13:03,133 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR   DIV     EPS
088350        한화생명   1800.0 2.79 0.11  7.58   473.0
024110        기업은행   7900.0 2.83 0.22  9.64  2531.0
002030         아세아  83400.0 2.84 0.22  2.34 26329.0
005870         휴니드   6660.0 2.89 0.60  0.00  1590.0
138930     BNK금융지주   5050.0 2.95 0.19  6.89  1475.0
086790      하나금융지주  27600.0 2.97 0.25  8.70  7360.0
042670   HD현대인프라코어   3635.0 3.02 0.39  0.00  1184.0
000540        흥국화재   2475.0 3.05 0.20  0.00   695.0
091810       티웨이항공   2093.0 3.10 0.61  0.00   946.0
002310       아세아제지   6570.0 3.14 0.46  2.72  8785.0
002710       TCC스틸   1724.0 3.14 0.29  5.63   452.0
067830     세이브존I&C   2300.0 3.16 0.20  2.35   673.0
175330      JB금융지주   4835.0 3.17 0.28  4.08  1391.0
002870          신풍   1365.0 3.19 0.67  7.96   315.0
003530      한화투자증권   1780.0 3.24 0.25  0.00   411.0
294870   HDC현대산업개발  18850.0 3.24 0.40  3.18  4851.0
005720          넥센   4710.0 3.31 0.22  2.05  1103.0
267270    HD현대건설기계  18450.0 3.33 0.24  5.57  4585.0
004970        신라교역  10200.0 3.45 0.27  5.75  2525.0
161000       애경케미칼   7120.0 3.45 0.54  6.02  1682.0
007160        사조산업  31900.0 3.46 0.30  1.00  7202.0
004000      롯데정밀화학  39000.0 3.49 0.55  5.77  8438.0
011780        금호석유  76400.0 3.49 0.88  2.20 17597.0
000660      SK하이닉스  83700.0 3.52 1.22  1.91 22255.0
006740        영풍제지   1402.0 3.54 0.56  1.42   797.0
077970       STX엔진   6370.0 3.54 0.54  0.00  1213.0
092780       동양피스톤   3675.0 3.55 0.44  3.87   874.0
001200      유진투자증권   2830.0 3.63 0.22  3.45   480.0
002200      한국수출포장   1855.0 3.64 0.27  3.81  4323.0
004490        세방전지  28900.0 3.66 0.37  1.95  7025.0
036460      한국가스공사  26950.0 3.66 0.24  6.45  5766.0
078930          GS  38550.0 3.71 0.39  5.37  9539.0
093050          LF  13150.0 3.72 0.26  4.72  2846.0
079430       현대리바트  11650.0 3.73 0.33  4.02  1933.0
317400      자이에스앤디   4378.0 3.75 1.05  0.00   964.0
005880        대한해운   1691.0 3.76 0.41  0.00  3488.0
035000        HS애드   5290.0 3.76 0.42  5.88  1129.0
047040        대우건설   3560.0 3.80 0.50  0.00   727.0
000240      한국앤컴퍼니  10100.0 3.81 0.25  3.49  2258.0
003470       유안타증권   2570.0 3.81 0.35  0.00   509.0
005830      DB손해보험  44150.0 3.85 0.45  6.18  8413.0
004140          동방   2098.0 3.86 0.57  0.56   461.0
097950      CJ제일제당 272500.0 3.86 0.73  1.64 55416.0
001500       현대차증권   8800.0 3.89 0.22  6.71  1724.0
014280        금강공업   3150.0 3.89 0.22  3.94   653.0
001570          금양   2315.0 3.90 1.14  3.85   533.0
007340     DN오토모티브   5067.0 3.94 0.46  3.97  6391.0
004360          세방   9360.0 3.95 0.21  2.32  1908.0
009410        태영건설  14649.0 3.95 0.85  1.14  2770.0
011170       롯데케미칼 205265.0 3.97 0.49  5.74 46074.0
017670       SK텔레콤  36491.0 3.97 0.63  5.71 44066.0
085620      미래에셋생명   3610.0 3.97 0.29  5.63   760.0
008260        NI스틸   1795.0 3.98 0.38  3.51   358.0
034730          SK 182000.0 3.99 0.69  3.11 40310.0
057050       현대홈쇼핑  72000.0 4.03 0.41  3.31 14252.0
001130        대한제분 130500.0 4.05 0.28  2.00 30882.0
000210          DL  79608.0 4.07 0.49  2.50 16741.0
055550        신한지주  30550.0 4.07 0.36  5.98  6579.0
005430        한국공항  41300.0 4.08 0.25  3.98  6159.0
105560        KB금융  34750.0 4.09 0.37  6.08  7721.0
058730         다스코   5580.0 4.17 0.60  4.06  1181.0
001340        백광산업   3238.0 4.19 0.66  2.18   548.0
009970     영원무역홀딩스  41050.0 4.31 0.38  2.50  7432.0
003540        대신증권   9950.0 4.33 0.37  7.30  1961.0
000480       CR홀딩스   7510.0 4.34 0.48  5.68 16227.0
095720       웅진씽크빅   2650.0 4.34 0.32  0.00   542.0
032830        삼성생명  49100.0 4.40 0.28  6.50  9268.0
042660        한화오션  15236.0 4.40 0.37  0.00  2998.0
010960        삼호개발   5060.0 4.42 0.53  4.23   855.0
161390 한국타이어앤테크놀로지  21250.0 4.45 0.34  2.40  4216.0
005810       풍산홀딩스  13381.0 4.50 0.27  7.01  5394.0
096770     SK이노베이션  96722.0 4.52 0.43  9.70 18267.0
015230        대창단조   2200.0 4.55 0.31  5.22  4208.0
000070       삼양홀딩스  49900.0 4.57 0.26  4.84  9043.0
032560       황금에스티   4863.0 4.57 0.29  1.05  1038.0
001450        현대해상  26100.0 4.58 0.46  5.36  4607.0
071840      롯데하이마트  27000.0 4.59 0.19 10.24  3620.0
088790          진도   2470.0 4.63 0.25  7.19   450.0
002350       넥센타이어   5730.0 4.64 0.34  2.14  1008.0
138040     메리츠금융지주   9930.0 4.66 0.57  4.65  2169.0
025750       한솔홈데코    895.0 4.69 0.34  2.94   145.0
030210      다올투자증권   2570.0 4.71 0.26  0.00   411.0
037710       광주신세계  29300.0 4.74 0.34  2.25 28183.0
039570       HDC랩스   8630.0 4.75 0.55  5.00  1473.0
004560     현대비앤지스틸   7210.0 4.77 0.24  1.64  1280.0
007690        국도화학  32344.0 4.77 0.46  3.90  8056.0
300720       한일시멘트   8590.0 4.77 0.30  7.28 12967.0
016090          대현   1850.0 4.78 0.39  4.95   338.0
192400       쿠쿠홀딩스  17920.0 4.87 0.86  4.05 15206.0
024720       콜마홀딩스  21850.0 4.91 0.91  1.10  3608.0
001270        부국증권  18400.0 4.92 0.45  7.64  3194.0
000850        화천기공  30900.0 4.93 0.22  4.41  5753.0
071050      한국금융지주  50100.0 4.97 0.64  4.00  9062.0
214330      금호에이치티   1264.0 5.04 0.40  0.00   632.0
058430     포스코스틸리온  11750.0 5.05 0.26  5.24  1891.0
001250       GS글로벌   1780.0 5.06 0.27  1.98   249.0
003200        일신방직   5600.0 5.08 0.16  4.27  9206.0
016740          두올   2620.0 5.09 0.46  3.61   435.0
009190        대양금속   2370.0 5.10 1.70  0.00   401.0
006120     SK디스커버리  25200.0 5.12 0.28  2.97  3942.0
003550          LG  58569.0 5.23 0.54  3.60 10603.0
069960       현대백화점  72700.0 5.31 0.32  1.60 10594.0
014710       사조씨푸드   4140.0 5.32 0.31  1.79   733.0
007540          샘표  37600.0 5.37 0.60  0.64  5797.0
008870          금비  50800.0 5.38 0.46  3.72  8486.0
002170        삼양통상  54000.0 5.40 0.47  1.64  8445.0
069260      TKG휴켐스  17500.0 5.42 0.92  8.22  2693.0
092440        기신정기   3085.0 5.47 0.35  5.32   516.0
014530        극동유화   3250.0 5.52 0.58  5.99   484.0
163560      동일고무벨트   7871.0 5.52 0.30  2.16   755.0
035510     신세계 I&C  11300.0 5.55 0.89  1.51 17877.0
004020        현대제철  21600.0 5.56 0.14  4.44  3037.0
010580       에스엠벡셀   2295.0 5.56 0.63  0.00    55.0
009310      참엔지니어링   1305.0 5.57 0.88  0.00   203.0
090460        비에이치  16800.0 5.58 2.54  0.00  2726.0
001720        신영증권  46000.0 5.60 0.65  6.00  8185.0
009440     KC그린홀딩스   3620.0 5.60 0.42  2.47   579.0
053210      스카이라이프   7950.0 5.62 0.44  5.74  1085.0
005440    현대지에프홀딩스   5394.0 5.69 0.38  3.13  1181.0
016800         퍼시스  27650.0 5.71 0.75  3.63  4824.0
001940    KISCO홀딩스  10500.0 5.72 0.22  2.95  1658.0
023590        다우기술  16400.0 5.72 0.55  2.40  2551.0
058850        KTcs   1765.0 5.74 0.42  5.79   271.0
017390        서울가스  69600.0 5.82 0.33  2.82 10653.0
034590      인천도시가스  24300.0 5.83 0.55  5.48  3912.0
041650      상신브레이크   2760.0 5.83 0.32  4.06   423.0
020000          한섬  24400.0 5.91 0.50  2.00  3385.0
000810        삼성화재 190500.0 5.96 0.61  7.67 25182.0
069730       DSR제강   3640.0 5.96 0.32  1.31   513.0
037560      LG헬로비전   4485.0 5.98 0.22  2.45   512.0
004430        송원산업  14400.0 5.99 0.55  1.68  1587.0
008040       사조동아원    904.0 5.99 0.64  0.00   135.0
011330         유니켐   1580.0 6.07 1.23  0.00   196.0
281820        케이씨텍  18050.0 6.07 1.29  1.62  2741.0
008420        문배철강   2150.0 6.11 0.30  3.13   262.0
001070        대한방직  19550.0 6.17 0.56  1.61  3024.0
192650         드림텍   6675.0 6.18 1.61  0.00   739.0
023000        삼원강재   2100.0 6.21 0.36  6.22   298.0
089590        제주항공  15639.0 6.21 1.15  3.88  2696.0
029530        신도리코  27550.0 6.24 0.26  7.19  3563.0
004890        동일산업  50800.0 6.27 0.31  3.34  7164.0
248170        샘표식품  28800.0 6.27 0.86  0.81  3940.0
058650       세아홀딩스  67600.0 6.36 0.11  4.80  8193.0
027410         BGF   4825.0 6.38 0.23  0.95   575.0
007980          TP   2200.0 6.43 0.46  1.46   213.0
213500        한솔제지  15700.0 6.46 0.44  5.80  1602.0
082640        동양생명   2955.0 6.47 0.16  4.41   351.0
058860        KTis   1900.0 6.54 0.33  5.23   234.0
139480         이마트 120000.0 6.54 0.35  1.95 15668.0
003160         디아이   3250.0 6.57 0.55  2.10   363.0
001820       삼화콘덴서  48600.0 6.58 3.26  0.76  6023.0
025540        한국단자  28550.0 6.59 0.38  2.79  3803.0
155660         DSR   3820.0 6.59 0.36  1.54   494.0
010420       한솔PNS   1420.0 6.60 0.62  1.30   175.0
000680      LS네트웍스   1985.0 6.71 0.18  0.00   222.0
008250        이건산업   5850.0 6.73 0.27  4.59   648.0
001040          CJ  81000.0 6.78 0.51  2.33  9180.0
002620     제일파마홀딩스  14100.0 6.79 0.30  0.76  1363.0
015890        태경산업   4600.0 6.79 0.51  5.55   584.0
030200          KT  23850.0 6.89 0.38  5.68  2809.0
042700       한미반도체   3915.0 6.92 1.77  3.74   966.0
005940      NH투자증권   9690.0 6.99 0.50  5.95  1203.0
064960      SNT모티브  35900.0 6.99 0.56  4.29  4005.0
066570        LG전자  54900.0 6.99 0.61  1.56  6882.0
145990         삼양사  39200.0 7.02 0.31  4.76  4489.0
006660        삼성공조   6080.0 7.04 0.21  1.45   781.0
072710       농심홀딩스  74500.0 7.04 0.37  2.82 10077.0
019440       세아특수강  11250.0 7.07 0.25  9.61  1325.0
005930        삼성전자  50000.0 7.09 1.30  3.09  6461.0
264900       크라운제과   7970.0 7.09 0.76  3.42  1029.0
004450        삼화왕관  39100.0 7.12 0.59  3.56  5327.0
000670          영풍 521000.0 7.15 0.28  2.17 64368.0
2024-12-04 15:13:03,135 - INFO - 2020-05-31 00:00:00: Selected 169 stocks.
2024-12-04 15:13:03,136 - INFO - 2020-05-31 00:00:00: Portfolio Value = 8,719,965.57
2024-12-04 15:13:03,154 - INFO - Selected Stocks:
Ticker        Name    Close  PER  PBR   DIV      EPS
006120     SK디스커버리  28350.0 2.76 0.30  2.86   8846.0
175330      JB금융지주   4750.0 2.84 0.26  6.44   1641.0
316140      우리금융지주   9130.0 2.93 0.27  8.75   2727.0
138930     BNK금융지주   5080.0 2.94 0.19  7.43   1647.0
005960        동부건설   9910.0 3.00 0.44  8.29   2814.0
016610      DB금융투자   3395.0 3.00 0.21  7.11   1172.0
030610        교보증권   6820.0 3.04 0.27  5.50   2391.0
084690       대상홀딩스   7670.0 3.23 0.40  3.18   1946.0
007340     DN오토모티브   4917.0 3.28 0.41  6.07   7539.0
123890      한국자산신탁   2655.0 3.29 0.45  8.28    733.0
029460         케이씨  18350.0 3.31 0.40  1.87   4054.0
071050      한국금융지주  52700.0 3.31 0.59  6.06  14467.0
086790      하나금융지주  29750.0 3.34 0.28  7.97   7898.0
032560       황금에스티   4970.0 3.36 0.32  1.66   1795.0
002030         아세아  80500.0 3.40 0.24  2.03  25353.0
024110        기업은행   8280.0 3.42 0.23  8.75   2242.0
003530      한화투자증권   1720.0 3.44 0.33  0.00    511.0
002170        삼양통상  53700.0 3.45 0.48  1.92  15112.0
138040     메리츠금융지주  10050.0 3.50 0.50  5.62   2797.0
007120      미래아이앤지   1950.0 3.52 0.72  0.00    109.0
